"","x"
"1",11.8622597378643
"2",11.9260108827626
"3",12.0461489044886
"4",12.0521065471085
"5",11.1229247976803
"6",11.5253355784918
"7",12.2360349055536
"8",11.9231332694104
"9",12.2380203042234
"10",10.2230295715772
"11",11.0541013722794
"12",10.0652041426847
"13",11.787661471265
"14",10.7381007612273
"15",11.5808369590578
"16",12.2443683992827
"17",12.145779990124
"18",11.5160536295441
"19",11.653842126214
"20",11.6098347828562
"21",11.9873034195673
"22",12.1776741503135
"23",11.9896639230484
"24",11.3199493290791
"25",11.7271644471887
"26",11.5077244815758
"27",10.8741039076573
"28",10.5872249426958
"29",11.0722693964339
"30",11.6499330095097
"31",11.4401437468187
"32",10.1081838069128
"33",11.2150180020358
"34",11.0747091473362
"35",11.6711956066201
"36",11.1448527420208
"37",11.7012006693155
"38",10.4491745772456
"39",11.3091943680821
"40",12.2157517442038
"41",12.1944727783719
"42",12.2150677142766
"43",11.7940308608199
"44",12.26708931271
"45",11.9330738492808
"46",11.8531478248595
"47",11.0253302650456
"48",11.5577659168702
"49",11.2215718387011
"50",11.8840056799341
"51",11.794486792851
"52",11.5633508891901
"53",10.5299573316488
"54",11.7805929244102
"55",11.302565875533
"56",11.6489475404439
"57",11.4778197455073
"58",10.3135947148049
"59",11.3106276961207
"60",11.6368230293494
"61",10.4994437317635
"62",11.1508940233027
"63",11.2419714841004
"64",11.7243080491263
"65",11.7181827104224
"66",11.7837191275888
"67",11.9310491669534
"68",11.7972891545082
"69",11.9609227416587
"70",11.2032351333553
"71",11.3177059110808
"72",10.777979558815
"73",10.1060557616753
"74",11.7220125160231
"75",11.6937044223958
"76",12.2225539279755
"77",12.2528510492781
"78",11.9094130314164
"79",12.2467223719403
"80",12.2463025666381
"81",12.0931464032975
"82",12.0050646298372
"83",12.0032611528677
"84",11.5883803294742
"85",12.0948766445995
"86",12.0521954647585
"87",12.0082683956712
"88",10.8086232280436
"89",10.8022615666215
"90",10.545925924942
"91",10.7726329097957
"92",10.626101866026
"93",11.2818852721726
"94",10.8022205981115
"95",11.6081497532559
"96",10.9227897556562
"97",10.8556797241462
"98",10.1874682560479
"99",10.8257498085023
"100",11.7863608822932
"101",12.2687753060248
"102",11.8714561276563
"103",12.0529355410906
"104",12.0720191069768
"105",12.012779153757
"106",12.113063517748
"107",12.047593711476
"108",12.1335894050984
"109",11.9485563870094
"110",11.9644342668923
"111",12.1040012175687
"112",11.8411123916017
"113",11.704600472915
"114",10.9862814690331
"115",11.1494077908628
"116",11.3304368806286
"117",11.2954258748502
"118",10.7780315137742
"119",10.3035200546643
"120",11.340659717781
"121",11.7748920996728
"122",10.063580570098
"123",11.6202990578131
"124",11.6245144132997
"125",11.86937156296
"126",12.0466156904224
"127",11.6583521900916
"128",10.9827350360114
"129",11.6794704333769
"130",11.8397450085893
"131",11.8179701020621
"132",11.7470472402281
"133",11.3926359434442
"134",11.3908422430993
"135",11.5098921538716
"136",11.5378198325057
"137",11.8563199073708
"138",11.3165150234453
"139",12.1692919780109
"140",10.1223532091731
"141",11.5252368959382
"142",11.2753989383211
"143",11.0139072371568
"144",10.4046148311683
"145",11.3688374546642
"146",10.3564920562727
"147",11.4575778368939
"148",11.9926117740815
"149",11.7455398349154
"150",11.5896110615633
"151",11.9631426845656
"152",11.6355422691068
"153",11.9995712114501
"154",11.5211380968012
"155",11.8129330228459
"156",12.2140950256788
"157",11.6733110243713
"158",11.7424306935784
"159",11.4755484871045
"160",10.637581234871
"161",11.5708770234101
"162",10.5599549770305
"163",11.488783912792
"164",10.5127885984479
"165",12.0573387139695
"166",10.6502993356096
"167",11.6709124251407
"168",10.1786595183051
"169",11.2600201406456
"170",11.0175112484825
"171",11.7401720609505
"172",12.2707047757889
"173",11.6042556688801
"174",12.2471003573439
"175",12.1478873320625
"176",11.187577208989
"177",11.4044647560122
"178",11.4387075473926
"179",12.2717918148652
"180",11.8297754531776
"181",11.7689957677709
"182",11.9597126671614
"183",11.2832375558903
"184",11.2502049205501
"185",12.0097304038643
"186",11.5541211545208
"187",11.1773730848487
"188",11.1567408283994
"189",11.4794373126005
"190",10.863097567905
"191",11.6478144414834
"192",11.1159284674265
"193",10.8662951877681
"194",11.2839869981321
"195",10.8194795448706
"196",11.7887044589612
"197",12.1291600595135
"198",11.8403715874249
"199",11.5600495610062
"200",11.8126750909832
"201",11.384325953451
"202",11.9258348933879
"203",11.6038287028985
"204",11.7299795360063
"205",11.3850449893687
"206",11.7269174237632
"207",11.1993388042553
"208",12.0136971617519
"209",11.821680801442
"210",11.194425403147
"211",12.2192798214871
"212",11.8126496995577
"213",11.9890833252735
"214",10.2280826295796
"215",11.8156558600681
"216",11.9210434305477
"217",11.7580716243477
"218",11.5892265834228
"219",11.6557315452763
"220",12.1761217450613
"221",11.6317555564108
"222",12.1023695022428
"223",11.5552179994382
"224",11.7511580216677
"225",11.4137979551067
"226",11.0089176699132
"227",11.7387007000629
"228",11.5839920879229
"229",11.5752540957265
"230",10.8989709164751
"231",10.9444605250602
"232",11.2294174266466
"233",11.5067148234101
"234",12.0032803591229
"235",12.0065430396343
"236",10.5555828734528
"237",11.8057757383448
"238",11.639939570288
"239",10.9727571838939
"240",10.9616088475614
"241",12.0821121680807
"242",10.1176513422316
"243",11.6455236050036
"244",10.168238950417
"245",10.6061528711769
"246",11.6715677471841
"247",11.3265892720945
"248",11.1039624536793
"249",12.1501474675142
"250",11.1208390324356
"251",12.0634133997448
"252",11.2325410476987
"253",11.5020440157357
"254",11.9314974452082
"255",11.9499663116365
"256",10.5194204699022
"257",11.8322411203138
"258",11.7376462544523
"259",11.6685013877682
"260",11.6870749431688
"261",11.5158999838956
"262",11.5877305591833
"263",11.325983769175
"264",11.4709727642848
"265",11.2305707388559
"266",10.2152532100273
"267",11.7432915636252
"268",11.9193711683643
"269",11.4265986895785
"270",11.5339200860615
"271",11.6751004276368
"272",12.2458406034494
"273",11.8995768186131
"274",11.7971756541188
"275",11.5452186215493
"276",11.493851145113
"277",11.7857743356686
"278",11.5338351105429
"279",11.7882081752729
"280",11.8646452422558
"281",11.2583995291869
"282",10.7734439495268
"283",11.3355088475002
"284",10.987704047646
"285",11.3099909733792
"286",10.2600767873387
"287",11.2014780216159
"288",10.1682756793743
"289",10.6212087585262
"290",10.1286479460682
"291",11.1826584836215
"292",11.8608351535167
"293",11.7089627074336
"294",11.5576597869178
"295",11.7692923826157
"296",11.814059021231
"297",11.7435271617632
"298",12.0498209678054
"299",11.7805574520255
"300",11.389466778595
"301",11.7681867160509
"302",11.6961626792344
"303",11.446485573717
"304",11.7702738462431
"305",11.653874494147
"306",11.6861778754968
"307",11.4578240530336
"308",11.4096053499197
"309",11.4163421418311
"310",11.7190578140608
"311",12.1140208672817
"312",11.123981810603
"313",12.1289154012329
"314",10.9190888778249
"315",11.7206267714064
"316",11.7051339040071
"317",12.2288666096569
"318",11.5713078304078
"319",11.9001543086567
"320",11.6296818858795
"321",11.836830177396
"322",11.1816618846231
"323",11.5985847751074
"324",11.6742519456812
"325",11.8411052844577
"326",11.8314588182257
"327",11.7073492693615
"328",10.4961760300354
"329",11.6598437216533
"330",10.8563199891856
"331",11.248640743035
"332",11.0393249915607
"333",12.1826319776665
"334",11.9088967728642
"335",11.2083041365022
"336",11.2627443255171
"337",11.4123019715712
"338",11.3069164793009
"339",11.6650818762082
"340",12.0145986350814
"341",11.8857984028389
"342",10.9443446405113
"343",12.0211901105833
"344",11.7701293873898
"345",12.2306648532783
"346",11.861033075882
"347",11.3501338894166
"348",11.5106681649142
"349",11.7249724481143
"350",11.7688477883433
"351",11.856916285595
"352",10.7193258991115
"353",11.735159520166
"354",11.6381343299832
"355",12.165141335009
"356",11.2814144354848
"357",11.5602276201706
"358",11.5762646962682
"359",11.5101031190622
"360",10.271632294555
"361",11.995009223234
"362",11.0205191376212
"363",11.0606406088107
"364",11.9518604138705
"365",12.0257021885861
"366",11.8284343217398
"367",12.1456288229462
"368",11.968102207156
"369",11.8271279744094
"370",11.8539214043748
"371",11.5656500707794
"372",12.269616294863
"373",11.8337312316157
"374",12.1970323408673
"375",11.9753653250802
"376",10.7522702580126
"377",11.8328571094836
"378",10.8927241815545
"379",11.6945154233049
"380",10.9405246562321
"381",11.6015647382545
"382",11.4687656662878
"383",11.3464774464908
"384",11.5996865002799
"385",11.3177547823843
"386",11.7385755414135
"387",11.7035535701556
"388",12.1863903608883
"389",11.5873122508629
"390",11.3785657285992
"391",12.032071386658
"392",11.4162782507306
"393",11.9034848970157
"394",11.1053020088065
"395",11.8004617077898
"396",11.1273466898235
"397",11.6123448197177
"398",11.416649823216
"399",11.3466896520233
"400",11.5264125111815
"401",11.6868563981063
"402",11.2187775046197
"403",11.6726953534497
"404",11.0552525167118
"405",11.4471084758005
"406",10.9461983006888
"407",11.3967036292005
"408",10.5055610003558
"409",11.0165640575473
"410",11.8231349140076
"411",10.4099445491512
"412",10.6062200839271
"413",11.7916810776851
"414",10.7716181596259
"415",12.2697409464669
"416",11.7632504928789
"417",11.8498439971196
"418",10.8295183793517
"419",12.2554082498012
"420",10.9588392324922
"421",11.6465159943986
"422",11.3525021434448
"423",11.9063148706776
"424",10.8553802170614
"425",12.2712483831025
"426",11.2092218598048
"427",11.8035511231566
"428",11.2878852586624
"429",11.8607902775377
"430",10.562804527557
"431",11.5582956709327
"432",10.5260117541985
