"","x"
"1",12.0653824539201
"2",12.2676671214917
"3",11.3162412859788
"4",12.1486110507032
"5",9.71245388404609
"6",9.91803960550772
"7",11.5649836826323
"8",11.66466925243
"9",12.9421143784771
"10",11.0270281750254
"11",9.87408454501134
"12",9.34198406417915
"13",11.7433583740918
"14",11.3975784616818
"15",11.567511451919
"16",10.3059205520704
"17",11.4234792122202
"18",12.2663948069602
"19",12.0441460881636
"20",11.9439860463204
"21",11.8165703612797
"22",11.6025064446407
"23",11.5574359098331
"24",9.34593169385414
"25",11.3002373418092
"26",11.9086961784292
"27",9.58801701337868
"28",11.0984904406894
"29",11.2268327282342
"30",12.0422660561837
"31",11.0845332992831
"32",9.35513013922684
"33",11.3986308259105
"34",11.063887265732
"35",11.9098911536917
"36",10.4671020732642
"37",11.9771540923126
"38",10.8296355370546
"39",12.3916293607092
"40",12.1264342962951
"41",10.9707807301771
"42",10.5124787207494
"43",12.106108155678
"44",11.2371374173932
"45",11.4340499501174
"46",11.8360808567498
"47",10.916724524042
"48",10.8689149470835
"49",10.3258045434141
"50",9.42573093545668
"51",11.9800431671907
"52",11.9639258427925
"53",9.91918812779647
"54",11.8588862771884
"55",10.9437405665957
"56",11.4656681160559
"57",11.9720455143009
"58",9.71850029197251
"59",11.6179365742205
"60",11.8746115574608
"61",10.3259658935206
"62",11.4196678981384
"63",10.8994687084478
"64",10.3320112161838
"65",11.8884119730614
"66",10.498325286322
"67",11.9358206199458
"68",10.0728123521447
"69",12.4372468599256
"70",11.5302531938072
"71",10.19343338441
"72",10.9421623206897
"73",10.7011488814754
"74",12.06117313327
"75",11.6739786114536
"76",11.0057813083147
"77",11.583813304413
"78",10.4696850415213
"79",11.487312070677
"80",11.0634410014063
"81",10.8470887761042
"82",11.3102929397836
"83",12.4273318753185
"84",10.0063499093174
"85",10.4498947729003
"86",11.0072373426378
"87",11.6430832131697
"88",10.7525988464731
"89",10.8776131204225
"90",10.0259195719481
"91",10.0355443219321
"92",10.4739046889868
"93",11.3982925755222
"94",10.3237145667637
"95",11.6221620128171
"96",11.0884829426264
"97",10.5275955789757
"98",11.956555943811
"99",10.2030054666752
"100",10.2475212640796
"101",11.0675490241772
"102",10.7973744793227
"103",11.1191662294731
"104",10.8719745181494
"105",12.7529729511519
"106",12.4514910215673
"107",12.4323800458849
"108",11.3476827387226
"109",12.4897942280121
"110",11.9568176708834
"111",12.1336458983953
"112",11.9484154803171
"113",11.8900833131007
"114",11.1420859140602
"115",11.1508625972194
"116",12.0980157801006
"117",11.2689273990881
"118",11.0455569721709
"119",9.43102558528333
"120",11.2837720299224
"121",11.8935827902037
"122",9.54544812985364
"123",11.9906924427135
"124",11.0919335238038
"125",11.7218234544558
"126",11.7853572536905
"127",11.2230870326505
"128",9.35404601639852
"129",12.5197271747812
"130",10.6263289093122
"131",12.163144380838
"132",10.5594566704299
"133",12.4865893892229
"134",10.5945010353016
"135",11.908545503257
"136",11.6649167963778
"137",12.3314454762899
"138",11.2033426508992
"139",12.9019591157302
"140",9.34466619544483
"141",11.7384219505387
"142",11.5544933382216
"143",10.8108099131765
"144",10.0437389531947
"145",11.103813895162
"146",10.2056076418738
"147",11.6879254299293
"148",11.9881456074291
"149",12.495534368918
"150",11.4206938777321
"151",12.4963018268205
"152",10.0199355357096
"153",10.3866450746035
"154",11.797015749237
"155",11.968325512866
"156",11.13942604745
"157",10.7034311909867
"158",9.86605319311615
"159",11.7871460116737
"160",11.7998682878966
"161",11.2281610876309
"162",10.5966844608369
"163",12.2034737459825
"164",9.63121235337096
"165",11.5437514761545
"166",9.73565020129234
"167",10.6948284911867
"168",9.67302944183183
"169",10.6469656125566
"170",10.976720767875
"171",11.6887385963569
"172",11.3236304068324
"173",12.5694287363342
"174",11.4639870706023
"175",11.6548343312619
"176",11.0479721349179
"177",12.4111586557788
"178",9.93384440846339
"179",10.7372814753411
"180",10.6661304831537
"181",11.9514327325991
"182",9.91535346540469
"183",12.012934707625
"184",11.8459498197465
"185",12.3420648283936
"186",11.198697398156
"187",10.2918098387474
"188",11.7692743910931
"189",9.75259228492079
"190",10.3449429613771
"191",10.777062422975
"192",11.1318610892288
"193",11.0342116413423
"194",11.0155721055269
"195",10.3897906585895
"196",11.9604220786288
"197",11.6139411454054
"198",10.4786840835028
"199",11.666100444104
"200",9.54286458320694
"201",12.8271021758055
"202",10.8151019362608
"203",11.0463595313565
"204",10.626410060249
"205",11.360630190744
"206",10.2820573591255
"207",11.4565844503707
"208",12.501572376682
"209",12.0023344094641
"210",12.1828478399411
"211",12.2705020370416
"212",12.2433860791143
"213",12.0569650263189
"214",9.49286229924751
"215",11.3788465359544
"216",12.1341964324091
"217",11.7569912953826
"218",11.6435386054475
"219",11.7040671045265
"220",11.0678090209306
"221",12.5531945689346
"222",12.5009620170426
"223",12.7683456607112
"224",11.3847367451519
"225",11.7461638115371
"226",9.60276888280076
"227",11.4024799209029
"228",9.61112889583063
"229",10.5497122460051
"230",9.3447278516499
"231",11.4556943932675
"232",10.7059036740001
"233",11.7190354331436
"234",12.7189606783416
"235",12.576150920394
"236",10.6728897009516
"237",12.1726117043736
"238",11.8666667804804
"239",10.5812801624148
