"","x"
"1",11.7869407905356
"2",11.8095281388137
"3",11.1947862582399
"4",11.175329635862
"5",12.9484334730702
"6",11.5283533406664
"7",11.3218541202939
"8",11.1878992436899
"9",11.830240182719
"10",11.2284351414987
"11",11.1654715967552
"12",11.2055125396823
"13",11.326885157833
"14",11.8729021901831
"15",11.2224391571669
"16",11.2022706975164
"17",11.5337945513014
"18",12.6110629765323
"19",11.2238520636591
"20",11.2078089519947
"21",11.3717676894372
"22",11.2940666143606
"23",11.2466194363211
"24",11.2245410017896
"25",11.2862672347291
"26",12.7602349564573
"27",11.1921372161275
"28",11.5451316892554
"29",11.1898937286482
"30",11.1819969094933
"31",11.8349600744604
"32",11.2064405652816
"33",11.5245304487506
"34",11.4895398314253
"35",11.202143972703
"36",11.2931562967652
"37",11.7623006508201
"38",11.4985373564134
"39",12.5278545200041
"40",11.456731374369
"41",11.314250804621
"42",11.3279471249548
"43",11.4258423746729
"44",11.6667759714262
"45",11.2917136829989
"46",11.1790879413549
"47",11.2128814404825
"48",11.5120274457425
"49",11.2621813330605
"50",12.1924269817219
"51",11.8526297943372
"52",12.2916196715105
"53",11.2245564740835
"54",12.5817578452108
"55",11.3979104272026
"56",11.3721004478352
"57",11.3730878007755
"58",11.5213089360964
"59",11.3366419154473
"60",11.4106161129293
"61",11.1638917189675
"62",11.9761986828207
"63",11.2451670944799
"64",11.2422653050743
"65",11.4365174805204
"66",12.1901962894634
"67",11.8114621398792
"68",11.3805019050766
"69",11.2843637042487
"70",11.2453594053558
"71",11.2024325543137
"72",11.9494150267228
"73",11.7389384444655
"74",11.8497751588215
"75",11.4370957990311
"76",11.4469397356631
"77",11.4681662093094
"78",11.4618508772261
"79",11.2154347113791
"80",11.2636722538486
"81",11.5842457505063
"82",11.4086651164701
"83",11.3659981814476
"84",11.2454608088953
"85",11.2171726189893
"86",11.1947535275048
"87",11.345676703517
"88",11.5187058574561
"89",11.2059704533436
"90",11.469728431111
"91",11.1745839019115
"92",11.5145404376438
"93",11.205443401716
"94",11.2387571429936
"95",11.2488473785209
"96",11.1876104142327
"97",11.2387810088592
"98",11.3817406049903
"99",11.2426616484885
"100",11.2849736249972
"101",11.182002516527
"102",11.3762722108682
"103",11.275827889555
"104",11.1638399335176
"105",12.2366134453539
"106",12.5248629884061
"107",12.1742012547113
"108",11.1981509356101
"109",11.4359397400853
"110",11.5691920974925
"111",11.3831991301513
"112",11.7954811750167
"113",11.4471938770401
"114",11.5706468102372
"115",11.1889948532461
"116",11.1714679649034
"117",11.3020067923169
"118",11.7673518406527
"119",11.178262448353
"120",11.3761470722477
"121",11.2038893169294
"122",11.5826339440034
"123",11.3053743449318
"124",12.7992227601052
"125",11.3473400823211
"126",11.2203893755326
"127",11.3272804397077
"128",11.1649130163949
"129",11.196078581367
"130",11.1855715425681
"131",11.1681813756045
"132",11.7183551710178
"133",12.2043514713513
"134",11.4402775358565
"135",11.3507224655722
"136",12.6974130548331
"137",11.699734532607
"138",11.2242934058028
"139",11.9957196742048
"140",11.1797299378612
"141",11.1638526432127
"142",11.502407924911
"143",11.3574814407618
"144",11.4119862215622
"145",11.164951358206
"146",11.1978336902658
"147",11.6843953690847
"148",12.2115521543549
"149",11.4810237014198
"150",11.1913958020973
"151",11.4857914137727
"152",12.2756182879268
"153",11.1649893548004
"154",12.3508235370019
"155",11.1639945586007
"156",11.3653077541097
"157",12.2128940561121
"158",12.4549972601274
"159",11.5084177701278
"160",11.6398501297846
"161",11.5148703956028
"162",11.4560766351125
"163",11.9561707094694
"164",11.2425428755468
"165",11.1771492588448
"166",11.2218984815211
"167",11.459739075738
"168",11.2667273426713
"169",11.2067635948851
"170",11.5549722188719
"171",11.2692198514223
"172",11.6292514059538
"173",12.5483743306045
"174",11.2972630418677
"175",11.6008563730634
"176",11.4342651213846
"177",11.6953504840108
"178",11.1868337245769
"179",11.2036054418987
"180",11.8533535992377
"181",12.3531940823665
"182",11.1648850765334
"183",11.164024747528
"184",11.8171542413058
"185",12.2744414714299
"186",11.9575737680653
"187",12.1711533031152
"188",11.7360810715151
"189",11.3252075233264
"190",11.3118332640287
"191",11.195859371685
"192",11.4220142613115
"193",11.2046866644224
"194",11.4369467692852
"195",11.5584422331868
"196",12.0207852504202
"197",11.3727640657369
"198",11.1640021192504
"199",11.2822880251153
"200",11.2988571023865
"201",11.5777874651631
"202",11.2419128097386
"203",11.2828025265468
"204",11.3555432886848
"205",11.313987455212
"206",11.2783835356773
"207",11.2843490898035
"208",12.1961219168798
"209",12.3272823727982
"210",11.3580951922997
"211",11.3309476935778
"212",11.623310105024
"213",11.4707388821113
"214",11.1641113794005
"215",11.3064759157842
"216",11.1669016527598
"217",11.3955359543502
"218",11.7264334000853
"219",12.3083460674396
"220",11.2269831245892
